validation,result,column,pk,detail,source_value,target_value
data_validation,FAIL,Previous ARR,index=6,Values do not match,'$40.39K','40387.5'
data_validation,FAIL,Previous Extn for Late Renewals,index=6,Values do not match,'$0.00K','0'
data_validation,FAIL,Previous Refresh Overlap Adj,index=6,Values do not match,'$0.00K','0'
data_validation,FAIL,Refresh Overlap Adj,index=6,Values do not match,'$0.00K','0'
data_validation,FAIL,Variance,index=6,Values do not match,'$0.00K','0.0'
data_validation,FAIL,"Variance (Adjusted, w/ Late Renewals Extn)",index=6,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Cohort ARR Size,index=7,Values do not match,'NA',nan
data_validation,FAIL,"EoP (Adjusted, w/ Late Renewals Extn)",index=7,Values do not match,"'1,830'",'1829.6467422997946'
data_validation,FAIL,"EoP, Unadjusted  ",index=7,Values do not match,'$1.83K','1829.6467422997946'
data_validation,FAIL,Extn for Late Renewals,index=7,Values do not match,'$0.00K','0'
data_validation,FAIL,Peak ARR,index=7,Values do not match,'$1.8K','1829.6467422997946'
data_validation,FAIL,Previous ARR,index=7,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Previous Extn for Late Renewals,index=7,Values do not match,'$0.00K','0'
data_validation,FAIL,Previous Refresh Overlap Adj,index=7,Values do not match,'$0.00K','0'
data_validation,FAIL,Refresh Overlap Adj,index=7,Values do not match,'$0.00K','0'
data_validation,FAIL,Variance,index=7,Values do not match,'$1.83K','1829.6467422997946'
data_validation,FAIL,"Variance (Adjusted, w/ Late Renewals Extn)",index=7,Values do not match,'$1.83K','1829.6467422997946'
data_validation,FAIL,"BoP (Adjusted, w/ Late Renewals Extn)",index=8,Values do not match,"'1,830'",'1829.6467422997946'
data_validation,FAIL,Cohort ARR Size,index=8,Values do not match,'NA',nan
data_validation,FAIL,"EoP (Adjusted, w/ Late Renewals Extn)",index=8,Values do not match,"'1,830'",'1829.6467422997946'
data_validation,FAIL,"EoP, Unadjusted  ",index=8,Values do not match,'$1.83K','1829.6467422997946'
data_validation,FAIL,Extn for Late Renewals,index=8,Values do not match,'$0.00K','0'
data_validation,FAIL,Peak ARR,index=8,Values do not match,'$1.8K','1829.6467422997946'
data_validation,INFO,,,... and 18159 more mismatches (showing first 100),,
