validation,result,column,pk,detail,source_value,target_value
data_validation,FAIL,"eop (adjusted, w/ late renewals extn)","account id='001R700000UESj7IAH', order number='DIST-191216', sku='IB-TOKENS-REPORTING-40', service start date='10/20/2025'",Value mismatch (example 3 of 5),'212.87999999999997','212.88'
data_validation,FAIL,"eop, unadjusted  ",,"5 mismatches in column eop, unadjusted  ",,
data_validation,FAIL,"eop, unadjusted  ","account id='0014600001JLbLTAA1', order number='REN-190289', sku='IB-TOKENS-UDDI-REPORTING-40', service start date='9/30/2025'",Value mismatch (example 1 of 5),'401439.99999999994','401440.0'
data_validation,FAIL,"eop, unadjusted  ","account id='0014600001JLE5wAAH', order number='REN-182195', sku='IB-TOKENS-UDDI-REPORTING-40', service start date='2/10/2025'",Value mismatch (example 2 of 5),'27279.999999999996','27280.0'
data_validation,FAIL,"eop, unadjusted  ","account id='001R700000UESj7IAH', order number='DIST-191216', sku='IB-TOKENS-REPORTING-40', service start date='10/20/2025'",Value mismatch (example 3 of 5),'212.87999999999997','212.88'
data_validation,FAIL,index#,,170 mismatches in column index#,,
data_validation,FAIL,index#,"account id='001R700000QnZnIIAV', order number='DIST-184897', sku='IB-TOKENS-UDDI-REPORTING-40', service start date='4/27/2025'",Value mismatch (example 1 of 170),'10','8'
data_validation,FAIL,index#,"account id='0011M00002G3zpvQAB', order number='DIST-181281', sku='IB-TOKENS-UDDI-REPORTING-40', service start date='1/16/2025'",Value mismatch (example 2 of 170),'22','17'
data_validation,FAIL,index#,"account id='0018Y00002wB9UxQAK', order number='REN-190555', sku='IB-TOKENS-REPORTING-40', service start date='10/31/2025'",Value mismatch (example 3 of 170),'26','21'
data_validation,FAIL,industry [custom],,1 mismatches in column industry [custom],,
data_validation,FAIL,industry [custom],"account id='0011M00002Qr9ncQAB', order number='REN-186049', sku='IB-TOKENS-UDDI-REPORTING-40', service start date='6/28/2025'",Value mismatch (example 1 of 1),'Aerospace & Defense','Manufacturing'
data_validation,FAIL,peak arr,,7 mismatches in column peak arr,,
data_validation,FAIL,peak arr,"account id='0014600001JLbLTAA1', order number='REN-190289', sku='IB-TOKENS-UDDI-REPORTING-40', service start date='9/30/2025'",Value mismatch (example 1 of 7),'401439.99999999994','401440.0'
data_validation,FAIL,peak arr,"account id='001R700000UESj7IAH', order number='DIST-191216', sku='IB-TOKENS-REPORTING-40', service start date='10/20/2025'",Value mismatch (example 2 of 7),'212.87999999999997','212.88'
data_validation,FAIL,peak arr,"account id='0014600001JLImkAAH', order number='DIST-178187', sku='IB-TOKENS-UDDI-REPORTING-40', service start date='10/22/2024'",Value mismatch (example 3 of 7),'192000.00000000003','0.0'
data_validation,FAIL,previous arr,,3 mismatches in column previous arr,,
data_validation,FAIL,previous arr,"account id='0014600001JLE5wAAH', order number='REN-182195', sku='IB-TOKENS-UDDI-REPORTING-40', service start date='2/10/2025'",Value mismatch (example 1 of 3),'27279.999999999996','27280.0'
data_validation,FAIL,previous arr,"account id='0018Y00002w9XJCQA2', order number='DIST-181287', sku='IB-TOKENS-UDDI-REPORTING-40', service start date='1/17/2025'",Value mismatch (example 2 of 3),'3581.8131868131873','3581.8131868131877'
data_validation,FAIL,previous arr,"account id='0014600001JLO1BAAX', order number='REN-188383', sku='IB-TOKENS-UDDI-REPORTING-40', service start date='7/28/2025'",Value mismatch (example 3 of 3),'404.7999999999999','404.8'
data_validation,FAIL,rcn emp count,,5 mismatches in column rcn emp count,,
data_validation,FAIL,rcn emp count,"account id='0014600001aOx2gAAC', order number='FEDR-184807', sku='IB-TOKENS-UDDI-REPORTING-40', service start date='4/26/2025'",Value mismatch (example 1 of 5),'490','700'
data_validation,FAIL,rcn emp count,"account id='0011M00002Qr9ncQAB', order number='REN-186049', sku='IB-TOKENS-UDDI-REPORTING-40', service start date='6/28/2025'",Value mismatch (example 2 of 5),'23327','18000'
data_validation,FAIL,rcn emp count,"account id='0014600001JL71YAAT', order number='DIST-179190', sku='IB-TOKENS-UDDI-REPORTING-40', service start date='11/20/2024'",Value mismatch (example 3 of 5),'6000','5500'
data_validation,FAIL,reseller name,,3 mismatches in column reseller name,,
data_validation,FAIL,reseller name,"account id='0011M00002G4IbKQAV', order number='REN-186088', sku='IB-TOKENS-UDDI-REPORTING-40', service start date='7/4/2025'",Value mismatch (example 1 of 3),'Computacenter - USA','Computacenter United States Inc.'
data_validation,FAIL,reseller name,"account id='0018Y00002kykqyQAA', order number='REN-188349', sku='IB-TOKENS-UDDI-REPORTING-40', service start date='7/31/2025'",Value mismatch (example 2 of 3),'Computacenter - USA','Computacenter United States Inc.'
data_validation,FAIL,reseller name,"account id='0014600001JLO1BAAX', order number='REN-188383', sku='IB-TOKENS-UDDI-REPORTING-40', service start date='7/28/2025'",Value mismatch (example 3 of 3),'Computacenter - USA','Computacenter United States Inc.'
data_validation,FAIL,variance,,2 mismatches in column variance,,
data_validation,FAIL,variance,"account id='0014600001JLbLTAA1', order number='REN-190289', sku='IB-TOKENS-UDDI-REPORTING-40', service start date='9/30/2025'",Value mismatch (example 1 of 2),'401439.99999999994','401440.0'
data_validation,FAIL,variance,"account id='001R700000UESj7IAH', order number='DIST-191216', sku='IB-TOKENS-REPORTING-40', service start date='10/20/2025'",Value mismatch (example 2 of 2),'212.87999999999997','212.88'
data_validation,FAIL,"variance (adjusted, w/ late renewals extn)",,"2 mismatches in column variance (adjusted, w/ late renewals extn)",,
data_validation,FAIL,"variance (adjusted, w/ late renewals extn)","account id='0014600001JLbLTAA1', order number='REN-190289', sku='IB-TOKENS-UDDI-REPORTING-40', service start date='9/30/2025'",Value mismatch (example 1 of 2),'401439.99999999994','401440.0'
data_validation,FAIL,"variance (adjusted, w/ late renewals extn)","account id='001R700000UESj7IAH', order number='DIST-191216', sku='IB-TOKENS-REPORTING-40', service start date='10/20/2025'",Value mismatch (example 2 of 2),'212.87999999999997','212.88'
data_validation,FAIL,year of cohort date fy,,1 mismatches in column year of cohort date fy,,
data_validation,FAIL,year of cohort date fy,"account id='0011M00002Qr9ncQAB', order number='REN-186049', sku='IB-TOKENS-UDDI-REPORTING-40', service start date='6/28/2025'",Value mismatch (example 1 of 1),'FY 2023','FY 2019'
